FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2014 ORDINANCE (AMOUNT $)
Grants,0H32,BUILDING EPIDEMIOLOGY AND HEALTH IT,41,DEPARTMENT OF PUBLIC HEALTH,2710,BUILDING EPIDEMIOLOGY AND HLTH,801,INDIRECT COSTS,$40133.00
Grants,0H33,EPIDEMIOLOGY AND LABORATORY CAPACITY,41,DEPARTMENT OF PUBLIC HEALTH,2813,EPIDEMIOLOGY AND LAB CAPACITY,5,SALARIES AND WAGES - ON PAYROLL,$103221.00
Grants,0H33,EPIDEMIOLOGY AND LABORATORY CAPACITY,41,DEPARTMENT OF PUBLIC HEALTH,2813,EPIDEMIOLOGY AND LAB CAPACITY,44,FRINGE BENEFITS,$38456.00
Grants,0H33,EPIDEMIOLOGY AND LABORATORY CAPACITY,41,DEPARTMENT OF PUBLIC HEALTH,2813,EPIDEMIOLOGY AND LAB CAPACITY,140,PROF & TECHNICAL SERVICES,$30323.00
Grants,0H34,MINORITY AIDS INITIATIVE - TARGETED CAP.,41,DEPARTMENT OF PUBLIC HEALTH,2974,MINORITY AIDS INITIATIVE,5,SALARIES AND WAGES - ON PAYROLL,$136756.00
Grants,0H34,MINORITY AIDS INITIATIVE - TARGETED CAP.,41,DEPARTMENT OF PUBLIC HEALTH,2974,MINORITY AIDS INITIATIVE,15,SCHEDULE SALARY ADJ,$1524.00
Grants,0H34,MINORITY AIDS INITIATIVE - TARGETED CAP.,41,DEPARTMENT OF PUBLIC HEALTH,2974,MINORITY AIDS INITIATIVE,44,FRINGE BENEFITS,$53198.00
Grants,0H34,MINORITY AIDS INITIATIVE - TARGETED CAP.,41,DEPARTMENT OF PUBLIC HEALTH,2974,MINORITY AIDS INITIATIVE,140,PROF & TECHNICAL SERVICES,$1134122.00
Grants,0H34,MINORITY AIDS INITIATIVE - TARGETED CAP.,41,DEPARTMENT OF PUBLIC HEALTH,2974,MINORITY AIDS INITIATIVE,242,REIMBURSEMENT OUT-STATE,$3000.00
Grants,0H34,MINORITY AIDS INITIATIVE - TARGETED CAP.,41,DEPARTMENT OF PUBLIC HEALTH,2974,MINORITY AIDS INITIATIVE,340,MATERIAL AND SUPPLIES,$400.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,5,SALARIES AND WAGES - ON PAYROLL,$2403564.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,15,SCHEDULE SALARY ADJ,$25237.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,44,FRINGE BENEFITS,$912829.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,50,STIPENDS,$65435.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,130,POSTAGE,$2000.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,138,PROF SERV-IT MAINT,$17671.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,140,PROF & TECHNICAL SERVICES,$22338568.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,150,PUBLICATN & REPRODT-OUT,$4500.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,152,ADVERTISING,$3000.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,169,TECHNICAL MEETING COSTS,$10000.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,190,TELEPHONE-CENTREX,$5000.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,245,REIMBURSEMENT TRAVELERS,$14000.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,270,LOCAL TRANSPORTATION,$500.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,342,DRUGS MED AND CHEM MATL S,$56188.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,350,STATIONERY AND OFFICE SUPPL,$8055.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,9182,REIM HLTH GRANTS,$8600.00
Grants,0H35,RYAN WHITE HIV CARE ACT PART A,41,DEPARTMENT OF PUBLIC HEALTH,2731,Ryan White HIV Care Act A,9651,REIMREIMB CORP,$252045.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,5,SALARIES AND WAGES - ON PAYROLL,$293677.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,15,SCHEDULE SALARY ADJ,$4476.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,44,FRINGE BENEFITS,$111348.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,50,STIPENDS,$1000.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,130,POSTAGE,$500.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,138,PROF SERV-IT MAINT,$2277.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,140,PROF & TECHNICAL SERVICES,$5671790.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,150,PUBLICATN & REPRODT-OUT,$515.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,190,TELEPHONE-CENTREX,$757.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,245,REIMBURSEMENT TRAVELERS,$18000.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,350,STATIONERY AND OFFICE SUPPL,$660.00
Grants,0H36,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,9438,REIMBURSEMENT - 2FM,$3000.00
Grants,0H37,MENTAL HEALTH - MENTAL HEALTH BASE GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2802,MENTAL HEALTH BASE GRANT,5,SALARIES AND WAGES - ON PAYROLL,$781629.00
Grants,0H37,MENTAL HEALTH - MENTAL HEALTH BASE GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2802,MENTAL HEALTH BASE GRANT,15,SCHEDULE SALARY ADJ,$1806.00
Grants,0H37,MENTAL HEALTH - MENTAL HEALTH BASE GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2802,MENTAL HEALTH BASE GRANT,44,FRINGE BENEFITS,$297618.00
Grants,0H37,MENTAL HEALTH - MENTAL HEALTH BASE GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2802,MENTAL HEALTH BASE GRANT,140,PROF & TECHNICAL SERVICES,$51947.00
Grants,0H38,SUBSTANCE ABUSE TREATMENT,41,DEPARTMENT OF PUBLIC HEALTH,2936,INTERVENTION-GATEWAY-DASA,140,PROF & TECHNICAL SERVICES,$654000.00
Grants,0H39,SOLID WASTE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2722,SOLID WASTE MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,$115765.00
Grants,0H39,SOLID WASTE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2722,SOLID WASTE MANAGEMENT,15,SCHEDULE SALARY ADJ,$1600.00
Grants,0H39,SOLID WASTE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2722,SOLID WASTE MANAGEMENT,44,FRINGE BENEFITS,$49635.00
Grants,0H40,TOBACCO FREE COMMUNITIES,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,5,SALARIES AND WAGES - ON PAYROLL,$646935.00
Grants,0H40,TOBACCO FREE COMMUNITIES,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,15,SCHEDULE SALARY ADJ,$6875.00
Grants,0H40,TOBACCO FREE COMMUNITIES,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,44,FRINGE BENEFITS,$246500.00
Grants,0H40,TOBACCO FREE COMMUNITIES,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,140,PROF & TECHNICAL SERVICES,$345557.00
Grants,0H40,TOBACCO FREE COMMUNITIES,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,150,PUBLICATN & REPRODT-OUT,$5971.00
Grants,0H40,TOBACCO FREE COMMUNITIES,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,190,TELEPHONE-CENTREX,$2601.00
Grants,0H40,TOBACCO FREE COMMUNITIES,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,229,TRAN/EXP ALLOWANCE,$1516.00
Grants,0H40,TOBACCO FREE COMMUNITIES,41,DEPARTMENT OF PUBLIC HEALTH,2868,TOBACCO FREE COMMUNITIES,350,STATIONERY AND OFFICE SUPPL,$3045.00
Grants,0H41,BIOTERRORISM HOSPITAL PREPAREDNESS PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,5,SALARIES AND WAGES - ON PAYROLL,$334317.00
Grants,0H41,BIOTERRORISM HOSPITAL PREPAREDNESS PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,44,FRINGE BENEFITS,$127735.00
Grants,0H41,BIOTERRORISM HOSPITAL PREPAREDNESS PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,140,PROF & TECHNICAL SERVICES,$321251.00
Grants,0H41,BIOTERRORISM HOSPITAL PREPAREDNESS PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,245,REIMBURSEMENT TRAVELERS,$19664.00
Grants,0H41,BIOTERRORISM HOSPITAL PREPAREDNESS PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,270,LOCAL TRANSPORTATION,$6060.00
Grants,0H41,BIOTERRORISM HOSPITAL PREPAREDNESS PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,350,STATIONERY AND OFFICE SUPPL,$9915.00
Grants,0H41,BIOTERRORISM HOSPITAL PREPAREDNESS PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,999,CULURL PROG/DELVP GRANT,$1725795.00
Grants,0H41,BIOTERRORISM HOSPITAL PREPAREDNESS PGM,41,DEPARTMENT OF PUBLIC HEALTH,2883,BIOTERRORISM HOSPITAL PREP,9651,REIMREIMB CORP,$731263.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,5,SALARIES AND WAGES - ON PAYROLL,$3503412.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,15,SCHEDULE SALARY ADJ,$21109.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,44,FRINGE BENEFITS,$1330665.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,140,PROF & TECHNICAL SERVICES,$1585443.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,229,TRAN/EXP ALLOWANCE,$800.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,245,REIMBURSEMENT TRAVELERS,$49606.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,270,LOCAL TRANSPORTATION,$14256.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,340,MATERIAL AND SUPPLIES,$1404257.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,348,BOOKS AND RELATED MTL,$24118.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,350,STATIONERY AND OFFICE SUPPL,$40833.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,421,MACHINERY AND EQUIPMENT,$10000.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,426,OUTDOOR EQUIPMENT,$251160.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,999,CULURL PROG/DELVP GRANT,$3332.00
Grants,0H42,BIOTERRORISM PREPAREDNESS RESPONSE PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2829,BIOTERRORISM RESPONSE,9651,REIMREIMB CORP,$1077950.00
Grants,0H43,STRENGTHENING PUBLIC HEALTH INFRASTRUCT.,41,DEPARTMENT OF PUBLIC HEALTH,2705,PUBLIC HEALTH INFRASTRUCTURE I,5,SALARIES AND WAGES - ON PAYROLL,$119361.00
Grants,0H43,STRENGTHENING PUBLIC HEALTH INFRASTRUCT.,41,DEPARTMENT OF PUBLIC HEALTH,2705,PUBLIC HEALTH INFRASTRUCTURE I,44,FRINGE BENEFITS,$44462.00
Grants,0H43,STRENGTHENING PUBLIC HEALTH INFRASTRUCT.,41,DEPARTMENT OF PUBLIC HEALTH,2705,PUBLIC HEALTH INFRASTRUCTURE I,140,PROF & TECHNICAL SERVICES,$87074.00
Grants,0H43,STRENGTHENING PUBLIC HEALTH INFRASTRUCT.,41,DEPARTMENT OF PUBLIC HEALTH,2705,PUBLIC HEALTH INFRASTRUCTURE I,245,REIMBURSEMENT TRAVELERS,$3608.00
Grants,0H43,STRENGTHENING PUBLIC HEALTH INFRASTRUCT.,41,DEPARTMENT OF PUBLIC HEALTH,2705,PUBLIC HEALTH INFRASTRUCTURE I,340,MATERIAL AND SUPPLIES,$10349.00
Grants,0H43,STRENGTHENING PUBLIC HEALTH INFRASTRUCT.,41,DEPARTMENT OF PUBLIC HEALTH,2705,PUBLIC HEALTH INFRASTRUCTURE I,801,INDIRECT COSTS,$35146.00
Grants,0H44,HAZARDOUS MATERIALS EMERGENCY PREP PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2718,HMEP PLANNING,140,PROF & TECHNICAL SERVICES,$35314.00
Grants,0H44,HAZARDOUS MATERIALS EMERGENCY PREP PLAN,41,DEPARTMENT OF PUBLIC HEALTH,2718,HMEP PLANNING,801,INDIRECT COSTS,$4686.00
Grants,0H45,AIR POLLUTION CONTROL PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2714,AIR POLLUTION CONTROL PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,$166967.00
Grants,0H45,AIR POLLUTION CONTROL PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2714,AIR POLLUTION CONTROL PROGRAM,15,SCHEDULE SALARY ADJ,$2448.00
Grants,0H45,AIR POLLUTION CONTROL PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2714,AIR POLLUTION CONTROL PROGRAM,44,FRINGE BENEFITS,$242585.00
Grants,0H46,SCHOOL BASED HEALTH CENTERS,41,DEPARTMENT OF PUBLIC HEALTH,2736,School Based Health Centers,140,PROF & TECHNICAL SERVICES,$700000.00
Grants,0H47,SMILES ACROSS AMERICA,41,DEPARTMENT OF PUBLIC HEALTH,2735,Smiles Across America,140,PROF & TECHNICAL SERVICES,$10000.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,5,SALARIES AND WAGES - ON PAYROLL,$2753377.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,15,SCHEDULE SALARY ADJ,$16854.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,44,FRINGE BENEFITS,$1050448.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,125,OFF AND BUILDING SERV,$55829.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,130,POSTAGE,$1225.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,135,DELEGATE AGENCIES,$829369.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,140,PROF & TECHNICAL SERVICES,$128951.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,150,PUBLICATN & REPRODT-OUT,$5733.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,153,PROMOTIONS,$4023.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,155,RENTAL OF PROPERTY,$56091.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,157,RENTAL EQUIPMENT AND SERVICES,$95500.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,169,TECHNICAL MEETING COSTS,$11000.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,190,TELEPHONE-CENTREX,$10000.00
Grants,0K46,WOMEN  INFANTS AND CHILDREN NUTRITION,41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,331,ELECTRICITY,$600.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,5,SALARIES AND WAGES - ON PAYROLL,$2876990.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,15,SCHEDULE SALARY ADJ,$21674.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,44,FRINGE BENEFITS,$1091689.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,91,UNIFORM ALLOWANCE,$23800.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,130,POSTAGE,$1170.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,140,PROF & TECHNICAL SERVICES,$791228.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,150,PUBLICATN & REPRODT-OUT,$25683.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,160,REPAIR/MAINT PROPERTY,$1500.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,166,DUES  SUBSC & MEM,$2300.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,169,TECHNICAL MEETING COSTS,$12500.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,186,PAGERS,$2248.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,190,TELEPHONE-CENTREX,$35000.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,229,TRAN/EXP ALLOWANCE,$4750.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,245,REIMBURSEMENT TRAVELERS,$5256.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,270,LOCAL TRANSPORTATION,$3046.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,340,MATERIAL AND SUPPLIES,$29426.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,348,BOOKS AND RELATED MTL,$29000.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,350,STATIONERY AND OFFICE SUPPL,$29800.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,446,PURCHASE-DATA HARDWARE,$20940.00
Grants,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,9438,REIMBURSEMENT - 2FM,$10000.00
Grants,0K48,CHICAGO FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,5,SALARIES AND WAGES - ON PAYROLL,$1112603.00
Grants,0K48,CHICAGO FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,15,SCHEDULE SALARY ADJ,$5279.00
Grants,0K48,CHICAGO FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,44,FRINGE BENEFITS,$417441.00
Grants,0K48,CHICAGO FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,140,PROF & TECHNICAL SERVICES,$141677.00
Grants,0K49,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,5,SALARIES AND WAGES - ON PAYROLL,$80511.00
Grants,0K49,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,44,FRINGE BENEFITS,$29996.00
Grants,0K49,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,130,POSTAGE,$750.00
Grants,0K49,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,135,DELEGATE AGENCIES,$90066.00
Grants,0K49,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,140,PROF & TECHNICAL SERVICES,$38871.00
Grants,0K49,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,150,PUBLICATN & REPRODT-OUT,$1743.00
Grants,0K49,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,169,TECHNICAL MEETING COSTS,$500.00
Grants,0K49,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,181,MOBILE COMM SERVICES,$450.00
Grants,0K49,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,190,TELEPHONE-CENTREX,$1000.00
Grants,0K49,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,270,LOCAL TRANSPORTATION,$813.00
