FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2015 ORDINANCE (AMOUNT $)
GRANTS,0H79,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,348,BOOKS AND RELATED MATERIAL,$29000.00
GRANTS,0H79,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,350,STATIONERY AND OFFICE SUPPLIES,$29800.00
GRANTS,0H79,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,446,PURCHASE - DATA HARDWARE,$18940.00
GRANTS,0H79,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,9438,REIMBURSEMENT - 2FM,$10000.00
GRANTS,0H79,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,5,SALARIES AND WAGES - ON PAYROLL,$138123.00
GRANTS,0H79,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,11,CONTRACT WAGE - SALARY,$241.00
GRANTS,0H79,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,44,FRINGE BENEFITS,$53082.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,5,SALARIES AND WAGES - ON PAYROLL,$236996.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,11,CONTRACT WAGE - SALARY,$418.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,15,SCHEDULE SALARY ADJUSTMENTS,$3485.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,44,FRINGE BENEFITS,$91177.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,50,STIPENDS,$1000.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,130,POSTAGE,$500.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,138,IT MAINTENANCE,$2277.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,140,PROFESSIONAL AND TECHNICAL SERVICES,$7336728.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,150,PUBLICATN & REPRODT-OUT,$515.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,190,TELEPHONE - NON-CENTREX BILLINGS,$1244.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,245,REIMBURSEMENT TO TRAVELERS,$18000.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,350,STATIONERY AND OFFICE SUPPLIES,$660.00
GRANTS,0H80,HOUSING OPPORTUNITIES FOR PEOPLE W/ AIDS,41,DEPARTMENT OF PUBLIC HEALTH,2932,HOPWA,9438,REIMBURSEMENT - 2FM,$3000.00
GRANTS,0H81,SUBSTANCE ABUSE TREATMENT,41,DEPARTMENT OF PUBLIC HEALTH,2936,Substance Abuse Treatment,140,PROFESSIONAL AND TECHNICAL SERVICES,$666000.00
GRANTS,0H82,MOSQUITO VECTOR PREVENTION PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2960,VECTOR CONTROL TIRE FUND,5,SALARIES AND WAGES - ON PAYROLL,$73300.00
GRANTS,0H82,MOSQUITO VECTOR PREVENTION PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2960,VECTOR CONTROL TIRE FUND,15,SCHEDULE SALARY ADJUSTMENTS,$3485.00
GRANTS,0H82,MOSQUITO VECTOR PREVENTION PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2960,VECTOR CONTROL TIRE FUND,44,FRINGE BENEFITS,$28215.00
GRANTS,0H82,MOSQUITO VECTOR PREVENTION PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2960,VECTOR CONTROL TIRE FUND,140,PROFESSIONAL AND TECHNICAL SERVICES,$332275.00
GRANTS,0H82,MOSQUITO VECTOR PREVENTION PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2960,VECTOR CONTROL TIRE FUND,245,REIMBURSEMENT TO TRAVELERS,$3946.00
GRANTS,0H82,MOSQUITO VECTOR PREVENTION PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2960,VECTOR CONTROL TIRE FUND,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,$5000.00
GRANTS,0H82,MOSQUITO VECTOR PREVENTION PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2960,VECTOR CONTROL TIRE FUND,801,INDIRECT COSTS,$78779.00
GRANTS,0H83,HIV BEHAVIORAL SURVEILLANCE,41,DEPARTMENT OF PUBLIC HEALTH,2978,HIV BEHAVIORAL SURVEILLANCE,5,SALARIES AND WAGES - ON PAYROLL,$197136.00
GRANTS,0H83,HIV BEHAVIORAL SURVEILLANCE,41,DEPARTMENT OF PUBLIC HEALTH,2978,HIV BEHAVIORAL SURVEILLANCE,11,CONTRACT WAGE - SALARY,$645.00
GRANTS,0H83,HIV BEHAVIORAL SURVEILLANCE,41,DEPARTMENT OF PUBLIC HEALTH,2978,HIV BEHAVIORAL SURVEILLANCE,15,SCHEDULE SALARY ADJUSTMENTS,$3244.00
GRANTS,0H83,HIV BEHAVIORAL SURVEILLANCE,41,DEPARTMENT OF PUBLIC HEALTH,2978,HIV BEHAVIORAL SURVEILLANCE,44,FRINGE BENEFITS,$77455.00
GRANTS,0H83,HIV BEHAVIORAL SURVEILLANCE,41,DEPARTMENT OF PUBLIC HEALTH,2978,HIV BEHAVIORAL SURVEILLANCE,140,PROFESSIONAL AND TECHNICAL SERVICES,$128287.00
GRANTS,0H83,HIV BEHAVIORAL SURVEILLANCE,41,DEPARTMENT OF PUBLIC HEALTH,2978,HIV BEHAVIORAL SURVEILLANCE,350,STATIONERY AND OFFICE SUPPLIES,$20675.00
GRANTS,0H83,HIV BEHAVIORAL SURVEILLANCE,41,DEPARTMENT OF PUBLIC HEALTH,2978,HIV BEHAVIORAL SURVEILLANCE,801,INDIRECT COSTS,$50558.00
GRANTS,0H84,SUMMER FOOD PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2984,SUMMER FOOD PROGRAM,140,PROFESSIONAL AND TECHNICAL SERVICES,$37800.00
GRANTS,0H84,SUMMER FOOD PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2984,SUMMER FOOD PROGRAM,229,TRANSPORTATION AND EXPENSE ALLOWANCE,$10000.00
GRANTS,0H84,SUMMER FOOD PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2984,SUMMER FOOD PROGRAM,350,STATIONERY AND OFFICE SUPPLIES,$14000.00
GRANTS,0H84,SUMMER FOOD PROGRAM,41,DEPARTMENT OF PUBLIC HEALTH,2984,SUMMER FOOD PROGRAM,440,MACHINERY AND EQUIPMENT,$13200.00
GRANTS,0H85,TATTOO AND BODY ART PIERCING INSPECTION,41,DEPARTMENT OF PUBLIC HEALTH,2998,TATTOO AND BODY ART PIERCING,140,PROFESSIONAL AND TECHNICAL SERVICES,$22568.00
GRANTS,0H85,TATTOO AND BODY ART PIERCING INSPECTION,41,DEPARTMENT OF PUBLIC HEALTH,2998,TATTOO AND BODY ART PIERCING,229,TRANSPORTATION AND EXPENSE ALLOWANCE,$1432.00
GRANTS,0H88,IMMUNIZATION BILLING SERVICES,41,DEPARTMENT OF PUBLIC HEALTH,,Immunization Billing Services,140,PROFESSIONAL AND TECHNICAL SERVICES,$500000.00
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,6,SALARY PROVISION,$48000.00
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,135,DELEGATE AGENCIES,$67823.00
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,340,MATERIAL AND SUPPLIES,$4177.00
GRANTS,0J18,ASSISTANCE TO FIREFIGHTERS GRANT,59,FIRE DEPARTMENT,2812,ASSISTANCE TO FIREFIGHTERS,140,PROFESSIONAL AND TECHNICAL SERVICES,$2750000.00
GRANTS,0J23,COMMUNITY ARTS ACCESS,23,CULTURAL AFFAIRS SPECIAL EVENT,2839,IAC - COMMUNITY ARTS ACCESS,999,CULTURAL PROGRAMMING GRANTS,$146000.00
GRANTS,0J24,PARTNERS IN EXCELLENCE,23,CULTURAL AFFAIRS SPECIAL EVENT,2838,IAC - PARTNERS IN EXCELLENCE,123,SERVICES BY PERFORMERS / EXHIBITORS,$45000.00
GRANTS,0J30,MAYORS CHALLENGE,6,DOIT,2822,Mayors Challenge,5,SALARIES AND WAGES - ON PAYROLL,$93628.00
GRANTS,0J30,MAYORS CHALLENGE,6,DOIT,2822,Mayors Challenge,44,FRINGE BENEFITS,$36040.00
GRANTS,0J30,MAYORS CHALLENGE,6,DOIT,2822,Mayors Challenge,140,PROFESSIONAL AND TECHNICAL SERVICES,$770332.00
GRANTS,0J31,COOK COUNTY WATER MGMT INFRASTRUCTURE,88,DEPT OF WATER MANAGEMENT,2807,COOK COUNTY WATER MGMT INFRA.,140,PROFESSIONAL AND TECHNICAL SERVICES,$7000000.00
GRANTS,0J38,SMART GRID / ENERGY EFF. CONSUMER ED.,1,OFFICE OF THE MAYOR,2804,Smart Grid / Energy Efficiency,5,SALARIES AND WAGES - ON PAYROLL,$47504.00
GRANTS,0J38,SMART GRID / ENERGY EFF. CONSUMER ED.,1,OFFICE OF THE MAYOR,2804,Smart Grid / Energy Efficiency,44,FRINGE BENEFITS,$18256.00
GRANTS,0J38,SMART GRID / ENERGY EFF. CONSUMER ED.,1,OFFICE OF THE MAYOR,2804,Smart Grid / Energy Efficiency,140,PROFESSIONAL AND TECHNICAL SERVICES,$84240.00
GRANTS,0J38,SMART GRID / ENERGY EFF. CONSUMER ED.,1,OFFICE OF THE MAYOR,2804,Smart Grid / Energy Efficiency,245,REIMBURSEMENT TO TRAVELERS,$5000.00
GRANTS,0J39,GUN VIOLENCE PREVENTION,1,OFFICE OF THE MAYOR,2803,Gun Violence Prevention,5,SALARIES AND WAGES - ON PAYROLL,$102000.00
GRANTS,0J39,GUN VIOLENCE PREVENTION,1,OFFICE OF THE MAYOR,2803,Gun Violence Prevention,44,FRINGE BENEFITS,$37240.00
GRANTS,0J39,GUN VIOLENCE PREVENTION,1,OFFICE OF THE MAYOR,2803,Gun Violence Prevention,140,PROFESSIONAL AND TECHNICAL SERVICES,$10760.00
GRANTS,0J51,SUBSTANCE ABUSE AND AIDS PREVENTION PROG,48,MAYORS OFFICE-DISABILITIES,2805,SUBSTANCE ABUSE/AIDS PREV-H.I.,5,SALARIES AND WAGES - ON PAYROLL,$127278.00
GRANTS,0J51,SUBSTANCE ABUSE AND AIDS PREVENTION PROG,48,MAYORS OFFICE-DISABILITIES,2805,SUBSTANCE ABUSE/AIDS PREV-H.I.,11,CONTRACT WAGE - SALARY,$319.00
GRANTS,0J51,SUBSTANCE ABUSE AND AIDS PREVENTION PROG,48,MAYORS OFFICE-DISABILITIES,2805,SUBSTANCE ABUSE/AIDS PREV-H.I.,15,SCHEDULE SALARY ADJUSTMENTS,$2508.00
GRANTS,0J51,SUBSTANCE ABUSE AND AIDS PREVENTION PROG,48,MAYORS OFFICE-DISABILITIES,2805,SUBSTANCE ABUSE/AIDS PREV-H.I.,44,FRINGE BENEFITS,$48956.00
GRANTS,0J51,SUBSTANCE ABUSE AND AIDS PREVENTION PROG,48,MAYORS OFFICE-DISABILITIES,2805,SUBSTANCE ABUSE/AIDS PREV-H.I.,140,PROFESSIONAL AND TECHNICAL SERVICES,$29939.00
GRANTS,0J52,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MAYORS OFFICE-DISABILITIES,2812,WORK INCENTIVE PLANNING,5,SALARIES AND WAGES - ON PAYROLL,$168288.00
GRANTS,0J52,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MAYORS OFFICE-DISABILITIES,2812,WORK INCENTIVE PLANNING,11,CONTRACT WAGE - SALARY,$902.00
GRANTS,0J52,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MAYORS OFFICE-DISABILITIES,2812,WORK INCENTIVE PLANNING,15,SCHEDULE SALARY ADJUSTMENTS,$1943.00
GRANTS,0J52,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MAYORS OFFICE-DISABILITIES,2812,WORK INCENTIVE PLANNING,44,FRINGE BENEFITS,$65867.00
GRANTS,0J53,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,5,SALARIES AND WAGES - ON PAYROLL,$378432.00
GRANTS,0J53,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,11,CONTRACT WAGE - SALARY,$1993.00
GRANTS,0J53,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,15,SCHEDULE SALARY ADJUSTMENTS,$2386.00
GRANTS,0J53,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,44,FRINGE BENEFITS,$145346.00
GRANTS,0J53,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,140,PROFESSIONAL AND TECHNICAL SERVICES,$20961.00
GRANTS,0J53,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,245,REIMBURSEMENT TO TRAVELERS,$3500.00
GRANTS,0J53,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,801,INDIRECT COSTS,$27382.00
GRANTS,0J54,ILLINOIS LIBRARY DEVELOPMENT PER CAPITA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,5,SALARIES AND WAGES - ON PAYROLL,$4706104.00
GRANTS,0J54,ILLINOIS LIBRARY DEVELOPMENT PER CAPITA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,6,SALARY PROVISION,$1332.00
GRANTS,0J54,ILLINOIS LIBRARY DEVELOPMENT PER CAPITA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,11,CONTRACT WAGE - SALARY,$21240.00
GRANTS,0J54,ILLINOIS LIBRARY DEVELOPMENT PER CAPITA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,12,CONTRACT WAGE - PREVAILING RATE,$5024.00
GRANTS,0J54,ILLINOIS LIBRARY DEVELOPMENT PER CAPITA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,15,SCHEDULE SALARY ADJUSTMENTS,$26838.00
GRANTS,0J54,ILLINOIS LIBRARY DEVELOPMENT PER CAPITA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,44,FRINGE BENEFITS,$1819379.00
GRANTS,0J54,ILLINOIS LIBRARY DEVELOPMENT PER CAPITA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,140,PROFESSIONAL AND TECHNICAL SERVICES,$730083.00
GRANTS,0J55,COMMUNITY ARTS ACCESS,23,CULTURAL AFFAIRS SPECIAL EVENT,2839,IAC - COMMUNITY ARTS ACCESS,135,DELEGATE AGENCIES,$147000.00
GRANTS,0J56,PARTNERS IN EXCELLENCE,23,CULTURAL AFFAIRS SPECIAL EVENT,2838,IAC - PARTNERS IN EXCELLENCE,140,PROFESSIONAL AND TECHNICAL SERVICES,$46000.00
GRANTS,0J57,ART WORKS,23,CULTURAL AFFAIRS SPECIAL EVENT,2865,Art Works,140,PROFESSIONAL AND TECHNICAL SERVICES,$50000.00
GRANTS,0J59,TOBACCO ENFORCEMENT GRANT,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,5,SALARIES AND WAGES - ON PAYROLL,$284669.00
GRANTS,0J59,TOBACCO ENFORCEMENT GRANT,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,11,CONTRACT WAGE - SALARY,$1498.00
GRANTS,0J59,TOBACCO ENFORCEMENT GRANT,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,15,SCHEDULE SALARY ADJUSTMENTS,$959.00
GRANTS,0J59,TOBACCO ENFORCEMENT GRANT,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,44,FRINGE BENEFITS,$109402.00
GRANTS,0J59,TOBACCO ENFORCEMENT GRANT,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,140,PROFESSIONAL AND TECHNICAL SERVICES,$15472.00
GRANTS,0J62,ABANDONED RESIDENTIAL PROPERTY,67,DEPT OF BUILDINGS,2802,Abandoned Property Relief,140,PROFESSIONAL AND TECHNICAL SERVICES,$2046000.00
GRANTS,0J63,CDBG - DISASTER RECOVERY,5,OFFICE OF BUDGET & MANAGEMENT,2812,Disaster Recovery,140,PROFESSIONAL AND TECHNICAL SERVICES,$4300000.00
GRANTS,0J63,CDBG - DISASTER RECOVERY,5,OFFICE OF BUDGET & MANAGEMENT,2814,Disaster Recovery,140,PROFESSIONAL AND TECHNICAL SERVICES,$11000000.00
GRANTS,0J63,CDBG - DISASTER RECOVERY,5,OFFICE OF BUDGET & MANAGEMENT,2880,CDBG - Disaster Recovery,140,PROFESSIONAL AND TECHNICAL SERVICES,$2390000.00
GRANTS,0J63,CDBG - DISASTER RECOVERY,54,PLANNING AND DEVELOPMENT,2880,CDBG - Disaster Recovery,140,PROFESSIONAL AND TECHNICAL SERVICES,$8810000.00
GRANTS,0J63,CDBG - DISASTER RECOVERY,67,DEPT OF BUILDINGS,2880,CDBG - Disaster Recovery,140,PROFESSIONAL AND TECHNICAL SERVICES,$1500000.00
GRANTS,0J63,CDBG - DISASTER RECOVERY,88,DEPT OF WATER MANAGEMENT,2880,CDBG - Disaster Recovery,140,PROFESSIONAL AND TECHNICAL SERVICES,$35000000.00
GRANTS,0J64,MBE/WBE CERTIFICATION AND COMPLIANCE,5,OFFICE OF BUDGET & MANAGEMENT,2815,MBE/WBE Certification and Comp,140,PROFESSIONAL AND TECHNICAL SERVICES,$2000000.00
GRANTS,0J65,CHICAGO LIVES HEALTHY,27,FINANCE,2802,Chicago Lives Healthy,140,PROFESSIONAL AND TECHNICAL SERVICES,$2500000.00
GRANTS,0J66,WOODSON BRANCH CONSTRUCTION,91,CHICAGO PUBLIC LIBRARY,2846,Woodson Branch Construction,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,$832000.00
GRANTS,0J67,FARMERS MARKETS,23,CULTURAL AFFAIRS SPECIAL EVENT,2829,Farmers Markets,140,PROFESSIONAL AND TECHNICAL SERVICES,$89000.00
GRANTS,0J69,MUNICIPAL BROWNFIELDS REDEVELOPMENT,38,FLEET AND FACILITY MGMT,2848,Municipal Brownfields Redevelp,140,PROFESSIONAL AND TECHNICAL SERVICES,$150000.00
GRANTS,0J70,COMBINED SEWER MAIN REPLACEMENT,88,DEPT OF WATER MANAGEMENT,2808,Combined Sewer Main Replacemt.,140,PROFESSIONAL AND TECHNICAL SERVICES,$2509000.00
GRANTS,0K11,HOME INVESTMENT PARTNERSHIP,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,9103,REHABILITATION LOANS GT,$20890000.00
GRANTS,0K14,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,9103,REHABILITATION LOANS GT,$11694000.00
GRANTS,0K17,STATE-ILL DEPT OF COMMERCE,54,PLANNING AND DEVELOPMENT,2832,RAVENSWOOD INDUSTRIAL COORIDOR,140,PROFESSIONAL AND TECHNICAL SERVICES,$100000.00
GRANTS,0K32,FORECLOSURE PREVENTION PROGRAM,54,PLANNING AND DEVELOPMENT,2868,FORECLOSURE PREVENTION PROGRAM,135,DELEGATE AGENCIES,$781250.00
GRANTS,0K32,FORECLOSURE PREVENTION PROGRAM,54,PLANNING AND DEVELOPMENT,2868,FORECLOSURE PREVENTION PROGRAM,140,PROFESSIONAL AND TECHNICAL SERVICES,$99750.00
GRANTS,0K43,CHOICE NEIGHBORHOODS IMPLEMENTATION,54,PLANNING AND DEVELOPMENT,2863,CHOICE NEIGHBORHOODS IMPLEM,5,SALARIES AND WAGES - ON PAYROLL,$66095.00
GRANTS,0K43,CHOICE NEIGHBORHOODS IMPLEMENTATION,54,PLANNING AND DEVELOPMENT,2863,CHOICE NEIGHBORHOODS IMPLEM,15,SCHEDULE SALARY ADJUSTMENTS,$973.00
GRANTS,0K43,CHOICE NEIGHBORHOODS IMPLEMENTATION,54,PLANNING AND DEVELOPMENT,2863,CHOICE NEIGHBORHOODS IMPLEM,44,FRINGE BENEFITS,$25442.00
GRANTS,0K43,CHOICE NEIGHBORHOODS IMPLEMENTATION,54,PLANNING AND DEVELOPMENT,2863,CHOICE NEIGHBORHOODS IMPLEM,140,PROFESSIONAL AND TECHNICAL SERVICES,$35490.00
GRANTS,0K43,CHOICE NEIGHBORHOODS IMPLEMENTATION,54,PLANNING AND DEVELOPMENT,2863,CHOICE NEIGHBORHOODS IMPLEM,801,INDIRECT COSTS,$26000.00
GRANTS,0K50,CHICAGO LANDMARKS MAP,54,PLANNING AND DEVELOPMENT,2840,CHICAGO LANDMARKS MAP,140,PROFESSIONAL AND TECHNICAL SERVICES,$17000.00
GRANTS,0K52,TOBACCO ENFORCEMENT GRANT,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,5,SALARIES AND WAGES - ON PAYROLL,$47088.00
GRANTS,0K52,TOBACCO ENFORCEMENT GRANT,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,11,CONTRACT WAGE - SALARY,$262.00
GRANTS,0K52,TOBACCO ENFORCEMENT GRANT,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,44,FRINGE BENEFITS,$19102.00
GRANTS,0K52,TOBACCO ENFORCEMENT GRANT,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,140,PROFESSIONAL AND TECHNICAL SERVICES,$12548.00
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS Hiring Program,5,SALARIES AND WAGES - ON PAYROLL,$614232.00
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS Hiring Program,6,SALARY PROVISION,$1018527.00
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS Hiring Program,11,CONTRACT WAGE - SALARY,$53283.00
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS Hiring Program,15,SCHEDULE SALARY ADJUSTMENTS,$211899.00
GRANTS,0K55,COPS HIRING 2013,57,DEPARTMENT OF POLICE,2997,COPS Hiring Program,44,FRINGE BENEFITS,$236059.00
GRANTS,0K57,BULLETPROOF VESTS PARTNERSHIP - BJA,57,DEPARTMENT OF POLICE,2808,BULLETPROOF VESTS,340,MATERIAL AND SUPPLIES,$200000.00
GRANTS,0K58,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,5,SALARIES AND WAGES - ON PAYROLL,$149132.00
GRANTS,0K58,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,11,CONTRACT WAGE - SALARY,$333.00
GRANTS,0K58,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,15,SCHEDULE SALARY ADJUSTMENTS,$886.00
GRANTS,0K58,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,44,FRINGE BENEFITS,$56649.00
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,5,SALARIES AND WAGES - ON PAYROLL,$1795418.00
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,6,SALARY PROVISION,$3081660.00
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,11,CONTRACT WAGE - SALARY,$140065.00
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,15,SCHEDULE SALARY ADJUSTMENTS,$4506.00
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,44,FRINGE BENEFITS,$693868.00
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,$136483.00
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,245,REIMBURSEMENT TO TRAVELERS,$40000.00
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,340,MATERIAL AND SUPPLIES,$3000.00
GRANTS,0K59,TRANSIT SECURITY,57,DEPARTMENT OF POLICE,2921,TRANSIT SECURITY,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,$104000.00
GRANTS,0K60,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,5,SALARIES AND WAGES - ON PAYROLL,$66394.00
